county_name,FIPS,state,threshold,total_events,number_of_compound_events,frequency_count_Percentiles_precip,frequency_count_Percentiles_discharge,frequency_count_Percentiles_soil_moisture,frequency_count_surge_percentiles,frequency_count_waveHs_percentiles,compound_loss_property_damage,compound_loss_crop_damage,compound_loss_injuries,compound_loss_fatalities,percentage_CE,loss_percentage_compound_property_damage,loss_percentage_compound_crop_damage,loss_percentage_compound_injuries,loss_percentage_compound_fatalities,number_of_compound_events_sum,percentage_contribution_precip,percentage_contribution_discharge,percentage_contribution_moisture,percentage_contribution_surge,percentage_contribution_waveHs
Collier_County,12021,FL,0.95,17,17,15,16,17,5,5,15396110.24,62926478.87,0,0,100,100,100,0,0,17,88.24,94.12,100,29.41,29.41
Craven_County,37049,NC,0.95,15,10,10,10,9,1,1,28955996,795733.44,0,0.14,66.67,99.82,100,0,12.28,10,100,100,90,10,10
Cumberland_County,23005,ME,0.95,107,86,69,63,66,33,32,74706584.46,16167.93,0,1,80.37,97.83,100,0,100,86,80.23,73.26,76.74,38.37,37.21
Cumberland_County,34011,NJ,0.95,10,7,7,7,6,1,1,71422291.55,0,1,0,70,98.19,0,50,0,7,100,100,85.71,14.29,14.29
Currituck_County,37053,NC,0.95,16,15,13,13,14,10,10,12705332.51,200897.27,0,0.14,93.75,66.59,100,0,100,15,86.67,86.67,93.33,66.67,66.67
Dare_County,37055,NC,0.95,30,27,18,12,13,20,22,116597547.6,200897.27,0,0.14,90,94.76,100,0,100,27,66.67,44.44,48.15,74.07,81.48
Delaware_County,42045,PA,0.95,31,25,22,25,22,2,2,46225280.87,62356.71,17.35,1,80.65,73.5,99.1,98.47,100,25,88,100,88,8,8
Dixie_County,12029,FL,0.95,14,13,12,9,12,7,6,85656666.23,0,0,0,92.86,99.49,0,0,0,13,92.31,69.23,92.31,53.85,46.15
Dorchester_County,24019,MD,0.95,14,13,11,8,10,7,7,13497612.32,9914.1,0.11,0,92.86,99.82,100,100,0,13,84.62,61.54,76.92,53.85,53.85
Duval_County,12031,FL,0.95,46,38,38,34,31,1,3,5751639.53,0,0,2,82.61,97.17,0,0,100,38,100,89.47,81.58,2.63,7.89
Escambia_County,12033,FL,0.95,28,24,19,22,20,6,5,175073081.5,728616.97,0,1,85.71,99.64,100,0,100,24,79.17,91.67,83.33,25,20.83
Essex_County,25009,MA,0.95,78,58,50,49,39,21,21,78400897.59,347363.84,3.07,3,74.36,98.82,100,100,100,58,86.21,84.48,67.24,36.21,36.21
Essex_County,34013,NJ,0.95,11,9,9,9,6,1,1,34315188.01,0,0,2,81.82,92.87,0,0,89.69,9,100,100,66.67,11.11,11.11
Essex_County,51057,VA,0.95,11,10,10,9,10,4,3,4947170,31110.98,0.41,0.12,90.91,99.96,100,100,100,10,100,90,100,40,30
Fairfax_County,51059,VA,0.95,32,26,26,24,23,0,0,21165588.17,1892489.08,1,4,81.25,99.52,100,100,100,26,100,92.31,88.46,0,0
Fairfield_County,9001,CT,0.95,21,18,18,18,15,3,3,56219108.37,1726763.89,0.5,2,85.71,82.98,100,100,100,18,100,100,83.33,16.67,16.67
Flagler_County,12035,FL,0.95,19,12,12,12,12,1,1,5610741.8,0,0,0,63.16,95.38,0,0,0,12,100,100,100,8.33,8.33
Franklin_County,12037,FL,0.95,19,18,13,14,14,14,14,213266565.7,0,0,0,94.74,96.7,0,0,0,18,72.22,77.78,77.78,77.78,77.78
Galveston_County,48167,TX,0.95,85,62,56,52,50,10,11,15224584631,10389.74,0,16,72.94,99.99,59.99,0,100,62,90.32,83.87,80.65,16.13,17.74
Gates_County,37073,NC,0.95,9,8,8,7,8,1,1,867187.26,9378637.01,0,1.14,88.89,99.22,100,0,100,8,100,87.5,100,12.5,12.5
Georgetown_County,45043,SC,0.95,47,35,34,32,32,6,6,4333483.3,498169.61,0,2,74.47,75.03,99.93,0,100,35,97.14,91.43,91.43,17.14,17.14
Gloucester_County,34015,NJ,0.95,22,13,13,13,11,1,1,25723753.95,0,0,1,59.09,91.61,0,0,100,13,100,100,84.62,7.69,7.69
Gloucester_County,51073,VA,0.95,16,16,15,15,15,11,11,25480547.59,1693126.66,0.41,0.12,100,100,100,100,100,16,93.75,93.75,93.75,68.75,68.75
Glynn_County,13127,GA,0.95,8,5,5,5,5,0,0,560668.73,0,0,0,62.5,11.31,0,0,0,5,100,100,100,0,0
Gulf_County,12045,FL,0.95,18,18,14,11,14,12,14,169452322.5,728616.97,0,1,100,100,100,0,100,18,77.78,61.11,77.78,66.67,77.78
Hampton_city,51650,VA,0.95,19,18,17,16,17,16,15,14681951.52,0,0.41,0.12,94.74,99.83,0,100,100,18,94.44,88.89,94.44,88.89,83.33
Hancock_County,23009,ME,0.95,16,13,13,12,13,2,2,94265411.39,7604.29,0,0,81.25,92.34,50,0,0,13,100,92.31,100,15.38,15.38
Hancock_County,28045,MS,0.95,24,22,21,21,22,4,4,4509096514,1439986.75,0,0,91.67,99.64,8.13,0,0,22,95.45,95.45,100,18.18,18.18
Harford_County,24025,MD,0.95,26,14,14,13,13,1,1,4393701.52,0,15,2,53.85,60,0,99.14,100,14,100,92.86,92.86,7.14,7.14
Harrison_County,28047,MS,0.95,43,37,37,34,36,10,8,7499448416,1439986.75,0,2,86.05,99.77,8.13,0,100,37,100,91.89,97.3,27.03,21.62
Harris_County,48201,TX,0.95,155,121,117,112,102,5,5,14142112382,148426.18,4,65.25,78.06,99.8,95.54,100,92.88,121,96.69,92.56,84.3,4.13,4.13
Hernando_County,12053,FL,0.95,29,21,14,18,21,5,5,29056052.88,397476.2,0,1.57,72.41,99.66,100,0,100,21,66.67,85.71,100,23.81,23.81
Hertford_County,37091,NC,0.95,9,8,8,8,7,2,2,11377630.31,19645261.13,0,0.14,88.89,99.94,100,0,100,8,100,100,87.5,25,25
Hillsborough_County,12057,FL,0.95,58,46,45,44,42,5,5,36991537.65,645165.36,2,1.57,79.31,97.24,100,100,100,46,97.83,95.65,91.3,10.87,10.87
Hopewell_city,51670,VA,0.95,4,3,3,3,2,0,0,10576.71,0,0,0,75,85.13,0,0,0,3,100,100,66.67,0,0
Horry_County,45051,SC,0.95,73,58,56,50,53,10,6,33848726.52,585542.61,0,4,79.45,90.22,99.94,0,100,58,96.55,86.21,91.38,17.24,10.34
Hudson_County,34017,NJ,0.95,9,6,5,6,6,1,1,6701632.15,0,0,1,66.67,65.95,0,0,81.3,6,83.33,100,100,16.67,16.67
Hyde_County,37095,NC,0.95,13,10,9,9,9,6,6,97303247.75,201495.08,0,0.14,76.92,99.93,100,0,100,10,90,90,90,60,60
Iberia_Parish,22045,LA,0.95,34,21,21,19,18,2,1,267301767.2,265430.52,3.13,0.36,61.76,99.84,100,100,100,21,100,90.48,85.71,9.52,4.76
Indian_River_County,12061,FL,0.95,10,8,7,7,7,1,1,26749491.89,6018366.71,0,0,80,99.4,100,0,0,8,87.5,87.5,87.5,12.5,12.5
Isle_of_Wight_County,51093,VA,0.95,12,11,10,8,8,5,4,5445997.26,1693568.68,0,0,91.67,99.97,100,0,0,11,90.91,72.73,72.73,45.45,36.36
Jackson_County,28059,MS,0.95,33,30,29,27,27,10,8,3029194932,17702190.66,0,0,90.91,99.99,100,0,0,30,96.67,90,90,33.33,26.67
James_City_County,51095,VA,0.95,13,12,11,11,11,2,2,3226116.65,514195.4,1.41,0.12,92.31,99.71,100,100,100,12,91.67,91.67,91.67,16.67,16.67
Jasper_County,45053,SC,0.95,18,12,11,12,11,1,1,11688057.45,531945.26,0,0,66.67,99.53,99.92,0,0,12,91.67,100,91.67,8.33,8.33
Jefferson_County,12065,FL,0.95,9,7,7,6,7,1,1,34669107.46,0,0,0,77.78,99.78,0,0,0,7,100,85.71,100,14.29,14.29
Jefferson_Parish,22051,LA,0.95,52,44,38,36,30,21,22,557353013,209807.71,3.13,3.41,84.62,99.95,100,100,77.32,44,86.36,81.82,68.18,47.73,50
Jefferson_County,48245,TX,0.95,83,64,62,56,48,12,9,3764566985,1579500.38,1,10,77.11,99.94,100,100,100,64,96.88,87.5,75,18.75,14.06
Kenedy_County,48261,TX,0.95,9,6,5,4,5,4,4,7254086.19,6928.53,0,0,66.67,87.44,100,0,0,6,83.33,66.67,83.33,66.67,66.67
Kent_County,10001,DE,0.95,15,9,9,8,9,6,6,3730187.95,0,2.5,0,60,36.91,0,100,0,9,100,88.89,100,66.67,66.67
Kent_County,24029,MD,0.95,12,10,9,8,10,3,3,17075758.06,0,0,0,83.33,99.85,0,0,0,10,90,80,100,30,30
Kent_County,44003,RI,0.95,28,20,19,18,18,7,7,33085117.32,0,0,0,71.43,98.92,0,0,0,20,95,90,90,35,35
King_George_County,51099,VA,0.95,9,8,8,6,6,2,1,1231076.26,0,0.41,0.12,88.89,99.89,0,100,100,8,100,75,75,25,12.5
Kings_County,36047,NY,0.95,7,5,3,5,3,3,4,21610199.32,5938.73,7.24,5.08,71.43,94.35,100,94.39,94.78,5,60,100,60,60,80
Kleberg_County,48273,TX,0.95,16,12,10,10,11,5,4,23517568.12,1579467.86,0,0,75,95.4,100,0,0,12,83.33,83.33,91.67,41.67,33.33
Knox_County,23013,ME,0.95,44,37,37,36,36,12,12,103251139.7,8563.64,2,0,84.09,92.86,52.97,100,0,37,100,97.3,97.3,32.43,32.43
Lafourche_Parish,22057,LA,0.95,39,31,27,29,25,6,6,421903343.7,0,0,1.33,79.49,99.29,0,0,94.33,31,87.1,93.55,80.65,19.35,19.35
Lancaster_County,51103,VA,0.95,16,16,14,12,15,8,8,27396801,0,0.41,0.12,100,100,0,100,100,16,87.5,75,93.75,50,50
Lee_County,12071,FL,0.95,37,29,29,29,25,5,5,542373440.1,8396.11,0,0,78.38,99.95,100,0,0,29,100,100,86.21,17.24,17.24
Levy_County,12075,FL,0.95,15,13,12,8,12,10,7,6036733.63,0,0,0,86.67,99.72,0,0,0,13,92.31,61.54,92.31,76.92,53.85
Liberty_County,13179,GA,0.95,5,3,3,3,3,0,0,3084961.43,4371.7,0,0,60,98.65,100,0,0,3,100,100,100,0,0
Lincoln_County,23015,ME,0.95,38,34,33,32,33,11,11,105336839.1,8563.64,0,0,89.47,92.95,52.97,0,0,34,97.06,94.12,97.06,32.35,32.35
Manatee_County,12081,FL,0.95,49,42,41,37,38,12,11,36008670.24,2614279.79,0,3.57,85.71,84.73,94.18,0,100,42,97.62,88.1,90.48,28.57,26.19
Martin_County,12085,FL,0.95,10,9,8,8,7,1,1,16502689.45,15304398.51,0,0,90,98.56,100,0,0,9,88.89,88.89,77.78,11.11,11.11
Matagorda_County,48321,TX,0.95,35,29,28,22,25,3,4,13881442.51,61305.58,0,0.25,82.86,96.31,32.03,0,100,29,96.55,75.86,86.21,10.34,13.79
Mathews_County,51115,VA,0.95,17,16,15,15,15,16,16,33494240.19,0,0.41,0.12,94.12,99.99,0,100,100,16,93.75,93.75,93.75,100,100
McIntosh_County,13191,GA,0.95,3,2,2,2,2,2,2,1030662.56,0,0,0,66.67,97.15,0,0,0,2,100,100,100,100,100
Miami-Dade_County,12086,FL,0.95,30,18,17,16,13,1,1,820574762.6,1064689597,0,0,60,99.96,98.2,0,0,18,94.44,88.89,72.22,5.56,5.56
Middlesex_County,9007,CT,0.95,20,16,16,15,15,2,2,49791507.23,1819121.15,0.5,2,80,99.37,100,100,100,16,100,93.75,93.75,12.5,12.5
Middlesex_County,25017,MA,0.95,68,39,38,36,32,4,5,79387191.05,347363.84,0.07,1,57.35,84.27,100,100,100,39,97.44,92.31,82.05,10.26,12.82
Middlesex_County,34023,NJ,0.95,21,17,15,14,14,5,5,676106128,20.78,73,1,80.95,98,100,100,100,17,88.24,82.35,82.35,29.41,29.41
Middlesex_County,51119,VA,0.95,13,13,12,12,12,9,9,18784053.8,0,0.41,0.12,100,100,0,100,100,13,92.31,92.31,92.31,69.23,69.23
Mobile_County,1097,AL,0.95,59,47,43,34,39,15,13,137706326.8,5675480.01,6.89,3,79.66,99.86,100,100,100,47,91.49,72.34,82.98,31.91,27.66
Monmouth_County,34025,NJ,0.95,28,26,19,17,17,15,15,11354383924,10.39,2,0,92.86,99.99,100,100,0,26,73.08,65.38,65.38,57.69,57.69
Monroe_County,12087,FL,0.95,13,13,12,12,7,6,7,4373111.36,0,1,1,100,100,0,100,100,13,92.31,92.31,53.85,46.15,53.85
Nassau_County,12089,FL,0.95,13,11,11,11,9,0,0,3281068.94,0,0,0,84.62,99.51,0,0,0,11,100,100,81.82,0,0
Nassau_County,36059,NY,0.95,17,16,14,14,13,4,5,50267806.55,5938.73,7.67,0.13,94.12,98.57,100,100,36.11,16,87.5,87.5,81.25,25,31.25
New_Castle_County,10003,DE,0.95,22,16,15,15,15,2,2,38740821.14,109.53,4,4,72.73,99.83,100,44.44,57.14,16,93.75,93.75,93.75,12.5,12.5
New_Hanover_County,37129,NC,0.95,52,46,46,44,41,3,1,8904969.63,201495.08,0,0.14,88.46,99.72,100,0,100,46,100,95.65,89.13,6.52,2.17
New_Haven_County,9009,CT,0.95,24,20,20,20,17,3,3,61302949.88,1819121.15,0.5,2,83.33,97.03,100,100,100,20,100,100,85,15,15
New_Kent_County,51127,VA,0.95,8,8,8,7,7,1,1,2351400.06,0,0.41,0.12,100,100,0,100,100,8,100,87.5,87.5,12.5,12.5
New_London_County,9011,CT,0.95,23,22,22,20,21,3,3,54383678,1726763.89,0,2,95.65,100,100,0,100,22,100,90.91,95.45,13.64,13.64
New_York_County,36061,NY,0.95,8,6,3,6,3,4,5,22931573.35,5938.73,7.24,3.08,75,94.66,100,94.39,91.67,6,50,100,50,66.67,83.33
Newport_News_city,51700,VA,0.95,13,12,12,11,12,3,3,22903814.09,0,0,0,92.31,99.99,0,0,0,12,100,91.67,100,25,25
Newport_County,44005,RI,0.95,21,19,18,15,17,7,7,8094778.66,0,0,0,90.48,99.87,0,0,0,19,94.74,78.95,89.47,36.84,36.84
Norfolk_County,25021,MA,0.95,79,61,56,48,40,29,29,67953953.6,347363.84,0.07,0,77.22,98.65,100,100,0,61,91.8,78.69,65.57,47.54,47.54
Norfolk_city,51710,VA,0.95,27,23,18,16,15,11,11,43663029.47,0,0,0,85.19,99.93,0,0,0,23,78.26,69.57,65.22,47.83,47.83
Northampton_County,51131,VA,0.95,20,16,15,13,13,15,15,26598152.27,1044977.75,0,0,80,99.47,100,0,0,16,93.75,81.25,81.25,93.75,93.75
Northumberland_County,51133,VA,0.95,16,16,14,11,15,7,7,55746046,0,0.41,0.12,100,100,0,100,100,16,87.5,68.75,93.75,43.75,43.75
Nueces_County,48355,TX,0.95,54,44,42,37,39,8,8,504075864.5,17530450.04,6,5.5,81.48,99.04,99.31,100,100,44,95.45,84.09,88.64,18.18,18.18
Ocean_County,34029,NJ,0.95,36,28,24,19,19,18,19,11501663534,10.39,16.67,4,77.78,99.95,0.97,100,100,28,85.71,67.86,67.86,64.29,67.86
Okaloosa_County,12091,FL,0.95,29,26,20,19,17,8,6,11836996.87,745621.86,0,1,89.66,98.75,100,0,100,26,76.92,73.08,65.38,30.77,23.08
Onslow_County,37133,NC,0.95,14,9,9,9,9,1,1,19877901.05,7332355.45,0,0.14,64.29,91.89,100,0,100,9,100,100,100,11.11,11.11
Orleans_Parish,22071,LA,0.95,35,29,25,27,21,15,15,23858080938,209807.71,3.13,3.41,82.86,100,100,100,46.02,29,86.21,93.1,72.41,51.72,51.72
Palm_Beach_County,12099,FL,0.95,23,10,7,8,7,2,2,133589760.5,126618022.9,5,0,43.48,95.09,100,100,0,10,70,80,70,20,20
Pamlico_County,37137,NC,0.95,10,8,8,8,8,0,0,115346415.5,201495.08,0,0.14,80,99.98,100,0,100,8,100,100,100,0,0
Pasco_County,12101,FL,0.95,54,43,42,37,41,3,3,133145199.9,974721.42,0,2.57,79.63,99.43,100,0,100,43,97.67,86.05,95.35,6.98,6.98
Pasquotank_County,37139,NC,0.95,9,7,5,6,6,3,3,391076.83,200897.27,0,0.14,77.78,96.18,100,0,100,7,71.43,85.71,85.71,42.86,42.86
Pender_County,37141,NC,0.95,32,26,26,17,26,0,0,8709263.98,312988.31,0,1.14,81.25,98.85,100,0,100,26,100,65.38,100,0,0
Perquimans_County,37143,NC,0.95,7,7,5,6,6,3,3,338052.51,200897.27,0,0.14,100,100,100,0,100,7,71.43,85.71,85.71,42.86,42.86
Philadelphia_County,42101,PA,0.95,38,29,26,29,24,3,3,26219777.45,62367.1,1.35,5,76.32,48.11,99.1,51.53,100,29,89.66,100,82.76,10.34,10.34
Pinellas_County,12103,FL,0.95,42,34,29,31,28,10,9,26548569.18,8396.11,1,0.57,80.95,99.11,100,50,100,34,85.29,91.18,82.35,29.41,26.47
Plaquemines_Parish,22075,LA,0.95,23,21,18,19,19,8,8,5432088598,209807.71,3.13,2.41,91.3,100,100,100,100,21,85.71,90.48,90.48,38.1,38.1
Plymouth_County,25023,MA,0.95,77,65,60,52,42,32,32,65135220.83,220625.53,3.07,0,84.42,99.65,100,100,0,65,92.31,80,64.62,49.23,49.23
Poquoson_city,51735,VA,0.95,21,21,21,20,20,21,21,11111026.58,0,0,0,100,100,0,0,0,21,100,95.24,95.24,100,100
Portsmouth_city,51740,VA,0.95,23,20,16,15,16,18,17,14761343.39,0,0,0,86.96,99.8,0,0,0,20,80,75,80,90,85
Prince_Georges_County,24033,MD,0.95,26,15,15,14,13,2,2,7542587.36,134.28,1,0,57.69,82.04,100,25,0,15,100,93.33,86.67,13.33,13.33
Prince_George_County,51149,VA,0.95,7,6,6,5,5,0,0,2478454.71,1657091.9,0,0,85.71,99.93,100,0,0,6,100,83.33,83.33,0,0
Prince_William_County,51153,VA,0.95,25,19,18,17,17,1,1,538916.43,82585.88,0,0,76,27.22,100,0,0,19,94.74,89.47,89.47,5.26,5.26
Providence_County,44007,RI,0.95,49,30,30,30,28,4,4,37943359.59,0,0,0,61.22,94.93,0,0,0,30,100,100,93.33,13.33,13.33
Queen_Annes_County,24035,MD,0.95,16,13,12,9,12,3,3,61837488.57,0,2.11,0,81.25,99.79,0,67.85,0,13,92.31,69.23,92.31,23.08,23.08
Queens_County,36081,NY,0.95,13,10,8,9,6,2,3,30254173,5938.73,28.67,9.13,76.92,97.64,100,100,73.87,10,80,90,60,20,30
Refugio_County,48391,TX,0.95,14,11,10,7,8,4,4,5671583.07,1587918.2,1,0,78.57,98.83,99.57,100,0,11,90.91,63.64,72.73,36.36,36.36
Richmond_County,36085,NY,0.95,8,5,4,4,2,3,4,6336204.43,5938.73,0.1,24.08,62.5,83.03,100,2.83,98.85,5,80,80,40,60,80
Richmond_County,51159,VA,0.95,10,9,9,7,9,3,2,4708138.69,311109.82,0.41,0.12,90,99.96,100,100,100,9,100,77.78,100,33.33,22.22
Rockingham_County,33015,NH,0.95,84,68,52,46,47,30,30,35098942.5,12673.84,0,0,80.95,98.99,100,0,0,68,76.47,67.65,69.12,44.12,44.12
Rockland_County,36087,NY,0.95,5,4,4,4,4,0,0,13937484.86,5938.73,0.85,1.05,80,100,100,45.95,100,4,100,100,100,0,0
Sagadahoc_County,23023,ME,0.95,37,35,34,29,30,13,13,102197888.2,8563.64,0,0,94.59,93.01,52.97,0,0,35,97.14,82.86,85.71,37.14,37.14
Salem_County,34033,NJ,0.95,14,10,8,10,9,1,1,43476505.49,0,0,2,71.43,94.15,0,0,100,10,80,100,90,10,10
San_Patricio_County,48409,TX,0.95,35,29,29,26,24,5,5,50013347.56,6555643.99,1,2.5,82.86,98.79,99.89,100,100,29,100,89.66,82.76,17.24,17.24
Santa_Rosa_County,12113,FL,0.95,32,20,17,20,17,4,3,26231013.82,728616.97,0,0,62.5,96.31,100,0,0,20,85,100,85,20,15
Sarasota_County,12115,FL,0.95,46,42,42,39,38,12,12,40360209.01,8396.11,0,1.57,91.3,99.84,100,0,100,42,100,92.86,90.48,28.57,28.57
Somerset_County,24039,MD,0.95,11,11,7,5,8,8,8,10424090.45,0,0,0,100,100,0,0,0,11,63.64,45.45,72.73,72.73,72.73
Somerset_County,34035,NJ,0.95,14,12,12,12,11,0,0,922385233,10.39,100,2,85.71,99.99,100,100,100,12,100,100,91.67,0,0
